Date,USD,JPY,BGN,CYP,CZK,DKK,EEK,GBP,HUF,LTL,LVL,MTL,PLN,ROL,RON,SEK,SIT,SKK,CHF,ISK,NOK,HRK,RUB,TRL,TRY,AUD,BRL,CAD,CNY,HKD,IDR,INR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR
2008-08-04,1.5566,168.39,1.9558,N/A,23.994,7.4605,15.6466,0.79165,233.74,3.4528,0.7051,N/A,3.2131,N/A,3.5076,9.456,N/A,30.385,1.6346,123.95,7.9995,7.225,36.4466,N/A,1.7935,1.6697,2.4325,1.6035,10.665,12.148,14144.82,N/A,1582.83,15.472,5.087,2.1317,68.72,2.137,52.193,11.2142
2008-08-01,1.5574,167.44,1.9558,N/A,24.003,7.4598,15.6466,0.78785,233.76,3.4528,0.7052,N/A,3.223,N/A,3.5167,9.4451,N/A,30.375,1.6324,123.46,7.996,7.2271,36.554,N/A,1.805,1.6662,2.4353,1.598,10.6565,12.1535,14166.11,N/A,1581.54,15.6067,5.0826,2.1377,68.88,2.1325,52.224,11.4139
2008-07-31,1.5611,169.02,1.9558,N/A,23.947,7.4613,15.6466,0.78895,231.26,3.4528,0.7043,N/A,3.2063,N/A,3.5098,9.4649,N/A,30.371,1.6354,123.4,8.0205,7.2263,36.5767,N/A,1.809,1.6545,2.4419,1.597,10.6651,12.1809,14198.2,N/A,1579.05,15.6375,5.0829,2.1296,68.9,2.1354,52.328,11.459
2008-07-30,1.5589,168.2,1.9558,N/A,23.941,7.4619,15.6466,0.7867,231.72,3.4528,0.7042,N/A,3.2185,N/A,3.5381,9.449,N/A,30.395,1.6315,124.54,8.043,7.215,36.535,N/A,1.8552,1.6468,2.4405,1.5945,10.6429,12.1653,14221.84,N/A,1578.78,15.6708,5.0867,2.1256,68.818,2.1344,52.215,11.5507
2008-07-29,1.5705,169.33,1.9558,N/A,23.724,7.4618,15.6466,0.78975,230.76,3.4528,0.7035,N/A,3.2067,N/A,3.5445,9.45,N/A,30.385,1.63,125.6,8.0725,7.224,36.6859,N/A,1.8917,1.6454,2.4734,1.6087,10.7209,12.252,14327.67,N/A,1585.03,15.7953,5.1238,2.1236,69.691,2.1422,52.604,11.7751
2008-07-28,1.5746,169.63,1.9558,N/A,23.695,7.4617,15.6466,0.7925,230.87,3.4528,0.7033,N/A,3.2053,N/A,3.5455,9.4538,N/A,30.39,1.6285,129.58,8.075,7.2203,36.75,N/A,1.8963,1.6466,2.4735,1.6087,10.765,12.2839,14357.99,N/A,1584.99,15.8846,5.145,2.1163,69.125,2.1453,52.666,11.8339
2008-07-25,1.5734,168.77,1.9558,N/A,23.595,7.4619,15.6466,0.7888,231.35,3.4528,0.7032,N/A,3.208,N/A,3.5675,9.461,N/A,30.385,1.6268,127.51,8.0815,7.2182,36.7435,N/A,1.8966,1.6438,2.4808,1.5968,10.7275,12.2698,14352.55,N/A,1584.41,15.7525,5.1129,2.1159,69.143,2.1407,52.608,11.9481
2008-07-24,1.5677,168.92,1.9558,N/A,23.58,7.4617,15.6466,0.789,232.3,3.4528,0.7035,N/A,3.2202,N/A,3.5743,9.4665,N/A,30.364,1.6273,126.37,8.1,7.2208,36.6645,N/A,1.8883,1.6319,2.4718,1.5832,10.7057,12.2271,14316.24,N/A,1577.89,15.7123,5.0997,2.1145,69.065,2.1349,52.455,11.8606
2008-07-23,1.5741,169.75,1.9558,N/A,23.753,7.4618,15.6466,0.7872,232.1,3.4528,0.7029,N/A,3.2505,N/A,3.5738,9.47,N/A,30.353,1.6287,124.6,8.09,7.2185,36.7125,N/A,1.8847,1.633,2.488,1.5869,10.7506,12.2801,14390.42,N/A,1592.6,15.817,5.0993,2.0966,69.032,2.1471,52.595,11.8202
2008-07-22,1.5919,169.26,1.9558,N/A,23.013,7.461,15.6466,0.79355,229.07,3.4528,0.7034,N/A,3.2308,N/A,3.5635,9.4763,N/A,30.363,1.6174,126.67,8.0555,7.2175,36.9075,N/A,1.9054,1.6284,2.5168,1.5943,10.8595,12.4119,14562.7,N/A,1618.96,16.1339,5.153,2.0876,70.76,2.154,53.09,12.0362
2008-07-21,1.5858,169.65,1.9558,N/A,22.968,7.4614,15.6466,0.7946,229.36,3.4528,0.7032,N/A,3.2212,N/A,3.548,9.4539,N/A,30.33,1.622,124.27,8.0585,7.2178,36.8495,N/A,1.8907,1.626,2.5122,1.5921,10.831,12.3665,14513.24,N/A,1603.64,16.122,5.1348,2.083,70.14,2.1441,52.863,12.0414
2008-07-18,1.5816,169.03,1.9558,N/A,23.063,7.4599,15.6466,0.79315,228.16,3.4528,0.703,N/A,3.2188,N/A,3.5528,9.4496,N/A,30.335,1.6207,125.16,8.059,7.2231,36.7559,N/A,1.8795,1.6288,2.5179,1.5901,10.7816,12.3335,14468.48,N/A,1603.74,16.1469,5.1315,2.0719,70.025,2.1432,52.711,11.917
2008-07-17,1.5849,167.43,1.9558,N/A,23.142,7.4588,15.6466,0.7914,230.13,3.4528,0.7027,N/A,3.2235,N/A,3.562,9.4778,N/A,30.318,1.6145,122.11,8.064,7.2271,36.83,N/A,1.9109,1.6246,2.519,1.586,10.8111,12.3581,14498.67,N/A,1603.13,16.2001,5.1232,2.0661,70.631,2.1414,52.985,11.9765
2008-07-16,1.5888,165.66,1.9558,N/A,23.213,7.4587,15.6466,0.79395,232.37,3.4528,0.7029,N/A,3.2217,N/A,3.5935,9.5163,N/A,30.302,1.604,124.08,8.066,7.2259,36.8453,N/A,1.9303,1.627,2.531,1.592,10.8218,12.3906,14523.22,N/A,1603.5,16.3527,5.1279,2.0591,72.235,2.1435,53.157,12.1245
2008-07-15,1.599,167.48,1.9558,N/A,23.375,7.4597,15.6466,0.79555,232.76,3.4528,0.7026,N/A,3.259,N/A,3.6075,9.4932,N/A,30.305,1.6065,124.23,8.037,7.2251,36.925,N/A,1.952,1.628,2.5562,1.5979,10.9069,12.4702,14614.86,N/A,1614.59,16.5137,5.148,2.0696,72.651,2.1518,53.536,12.25
2008-07-14,1.5847,169.24,1.9558,N/A,23.31,7.4607,15.6466,0.7975,230.21,3.4528,0.7028,N/A,3.2533,N/A,3.5754,9.4674,N/A,30.295,1.6232,121.55,8.0525,7.2325,36.844,N/A,1.923,1.6369,2.5316,1.5995,10.8473,12.3657,14502.38,N/A,1592.62,16.3002,5.1194,2.083,71.652,2.1485,53.325,12.073
2008-07-11,1.5835,168.35,1.9558,N/A,23.515,7.4608,15.6466,0.79915,231.51,3.4528,0.7026,N/A,3.2699,N/A,3.612,9.4795,N/A,30.29,1.6197,121,8.0605,7.2368,36.9535,N/A,1.9421,1.6423,2.545,1.609,10.8216,12.3571,14501.69,N/A,1585.88,16.3386,5.1369,2.0816,72.263,2.1509,53.302,12.2765
2008-07-10,1.5708,168.5,1.9558,N/A,23.465,7.46,15.6466,0.79565,230.6,3.4528,0.7025,N/A,3.27,N/A,3.5478,9.44,N/A,30.289,1.6223,118.33,8.0605,7.237,36.8385,N/A,1.9159,1.6357,2.5274,1.5878,10.7487,12.2554,14386.96,N/A,1570.41,16.1847,5.1059,2.0734,71.511,2.1392,52.92,12.0692
2008-07-09,1.5715,168.87,1.9558,N/A,23.49,7.4597,15.6466,0.79655,230.49,3.4528,0.7029,N/A,3.2711,N/A,3.5228,9.4484,N/A,30.278,1.6225,118.39,8.048,7.2429,36.8495,N/A,1.92,1.6502,2.5282,1.5953,10.7758,12.2606,14415.37,N/A,1571.11,16.1809,5.0987,2.0834,71.346,2.1413,52.881,12.0418
2008-07-08,1.5687,167.96,1.9558,N/A,23.608,7.4576,15.6466,0.7944,231.06,3.4528,0.7034,N/A,3.3004,N/A,3.5818,9.4185,N/A,30.265,1.6098,120.53,8.0135,7.245,36.8884,N/A,1.9263,1.6476,2.511,1.5973,10.7472,12.2358,14439.88,N/A,1616.75,16.2149,5.1163,2.0909,71.823,2.1395,52.904,12.1887
2008-07-07,1.5651,168.47,1.9558,N/A,23.55,7.4572,15.6466,0.7963,232.92,3.4528,0.7039,N/A,3.311,N/A,3.6026,9.4065,N/A,30.245,1.6149,120.46,7.9855,7.242,36.8463,N/A,1.9224,1.6363,2.5168,1.5988,10.7507,12.2087,14415.35,N/A,1629.66,16.1565,5.1108,2.0781,71.369,2.1351,52.658,12.1202
2008-07-04,1.5671,167.31,1.9558,N/A,23.694,7.4571,15.6466,0.7908,233.81,3.4528,0.705,N/A,3.3255,N/A,3.609,9.3935,N/A,30.27,1.6085,121.35,7.986,7.2416,36.8605,N/A,1.9372,1.628,2.5274,1.593,10.7486,12.2203,14436.13,N/A,1643.65,16.2342,5.1221,2.0693,71.162,2.1356,52.45,12.0789
2008-07-03,1.5885,168.62,1.9558,N/A,23.816,7.4575,15.6466,0.7992,236.74,3.4528,0.7046,N/A,3.3486,N/A,3.6408,9.4538,N/A,30.3,1.6097,124.17,8.0475,7.2459,37.115,N/A,1.995,1.6509,2.5535,1.6117,10.8828,12.3873,14630.09,N/A,1663.16,16.5164,5.1857,2.0941,72.118,2.1598,52.992,12.4429
2008-07-02,1.5806,168.41,1.9558,N/A,23.865,7.4579,15.6466,0.7952,236.3,3.4528,0.7048,N/A,3.3575,N/A,3.6359,9.4538,N/A,30.302,1.6135,123.54,8.04,7.2399,37.033,N/A,1.9661,1.6438,2.5231,1.6142,10.8319,12.3267,14565.23,N/A,1640.66,16.39,5.1749,2.0833,71.34,2.1531,52.8,12.402
2008-07-01,1.5775,166.57,1.9558,N/A,23.825,7.4574,15.6466,0.7909,235.96,3.4528,0.7051,N/A,3.3611,N/A,3.6476,9.4578,N/A,30.196,1.6055,125.64,8.004,7.2388,36.991,N/A,1.9569,1.6519,2.5371,1.6063,10.8155,12.3023,14544.55,N/A,1661.03,16.3177,5.1529,2.074,71.153,2.1466,52.83,12.469
2008-06-30,1.5764,166.44,1.9558,N/A,23.893,7.4579,15.6466,0.79225,235.43,3.4528,0.7047,N/A,3.3513,N/A,3.6415,9.4703,N/A,30.205,1.6056,125.42,8.009,7.2365,36.9477,N/A,1.9323,1.6371,2.5112,1.5942,10.8051,12.2943,14550.17,N/A,1652.22,16.2298,5.1509,2.0632,70.867,2.1446,52.738,12.3426
2008-06-27,1.5748,167.08,1.9558,N/A,24.002,7.458,15.6466,0.79235,238.38,3.4528,0.7044,N/A,3.3671,N/A,3.6518,9.4263,N/A,30.31,1.6053,128.27,7.979,7.2438,36.9134,N/A,1.941,1.6383,2.5282,1.585,10.8066,12.2857,14511.78,N/A,1639.76,16.2323,5.1378,2.0737,70.394,2.1449,52.819,12.488
2008-06-26,1.5731,169.23,1.9558,N/A,24.086,7.4589,15.6466,0.79195,236.71,3.4528,0.7029,N/A,3.3555,N/A,3.6521,9.4162,N/A,30.316,1.6184,127.43,7.959,7.2465,36.9035,N/A,1.9121,1.6389,2.5015,1.5899,10.8004,12.2777,14464.65,N/A,1631.7,16.1715,5.1181,2.076,69.932,2.1474,52.809,12.3772
2008-06-25,1.5599,168.4,1.9558,N/A,24.07,7.4584,15.6466,0.7907,236.96,3.4528,0.7024,N/A,3.3573,N/A,3.668,9.4128,N/A,30.335,1.6218,126.91,7.9405,7.2425,36.769,N/A,1.9098,1.6308,2.5021,1.5786,10.7092,12.1771,14436.87,N/A,1618.01,16.049,5.09,2.0609,69.416,2.1345,52.381,12.4642
2008-06-24,1.5568,168,1.9558,N/A,24.075,7.4589,15.6466,0.79095,239.16,3.4528,0.7025,N/A,3.3663,N/A,3.6793,9.4026,N/A,30.344,1.6185,131.35,7.9745,7.2473,36.752,N/A,1.9173,1.6326,2.5089,1.5823,10.6951,12.1544,14420.64,N/A,1609.73,16.1096,5.0666,2.0576,69.2,2.1305,52.2,12.5556
2008-06-23,1.5521,167.46,1.9558,N/A,24.125,7.4583,15.6466,0.79155,239.51,3.4528,0.7025,N/A,3.3633,N/A,3.6726,9.3931,N/A,30.347,1.6223,130.74,8.013,7.2499,36.679,N/A,1.9068,1.6305,2.4956,1.5768,10.6691,12.1177,14392.62,N/A,1615.35,15.9346,5.0637,2.0468,69.068,2.1249,51.91,12.5057
2008-06-20,1.561,167.83,1.9558,N/A,24.17,7.458,15.6466,0.78965,238.55,3.4528,0.7028,N/A,3.366,N/A,3.6745,9.398,N/A,30.35,1.6165,125.32,8.0435,7.2477,36.774,N/A,1.914,1.6352,2.5048,1.5805,10.7398,12.1853,14454.86,N/A,1607.44,16.0998,5.0826,2.0448,69.191,2.1319,52.005,12.4622
2008-06-19,1.5481,166.94,1.9558,N/A,24.11,7.4591,15.6466,0.7863,240.45,3.4528,0.704,N/A,3.3677,N/A,3.6671,9.403,N/A,30.355,1.6196,126.95,8.0365,7.2482,36.652,N/A,1.9015,1.6344,2.488,1.5712,10.6472,12.0893,14377.2,N/A,1592.61,15.9748,5.0468,2.0432,68.898,2.1211,51.738,12.3936
2008-06-18,1.5493,167.62,1.9558,N/A,24,7.4593,15.6466,0.7933,243.44,3.4528,0.7044,N/A,3.3779,N/A,3.6643,9.3838,N/A,30.36,1.616,126.28,8.0405,7.246,36.655,N/A,1.9041,1.6461,2.5015,1.5797,10.6624,12.0932,14385.25,N/A,1596.24,15.9462,5.0468,2.0529,68.58,2.1215,51.568,12.5086
2008-06-17,1.5477,167.59,1.9558,N/A,24.194,7.4584,15.6466,0.7944,246.34,3.4528,0.7058,N/A,3.3821,N/A,3.66,9.3581,N/A,30.31,1.6169,123.74,8.0235,7.2442,36.636,N/A,1.9034,1.6472,2.5062,1.5816,10.666,12.0855,14398.25,N/A,1579.43,15.9415,5.02,2.0533,68.199,2.1192,51.376,12.4059
2008-06-16,1.5459,167.26,1.9558,N/A,24.211,7.4581,15.6466,0.7873,247.23,3.4528,0.7061,N/A,3.3893,N/A,3.6628,9.3458,N/A,30.305,1.6129,122.49,8.031,7.2451,36.6305,N/A,1.9231,1.6434,2.5189,1.5888,10.6673,12.0766,14400.06,N/A,1608.12,15.9862,5.0566,2.0534,68.638,2.1275,51.44,12.4984
2008-06-13,1.5336,166.05,1.9558,N/A,24.195,7.4567,15.6466,0.78835,247.5,3.4528,0.706,N/A,3.388,N/A,3.6715,9.365,N/A,30.3,1.6113,122.16,8.05,7.246,36.53,N/A,1.93,1.6394,2.5131,1.5747,10.5846,11.9834,14277.82,N/A,1601.85,15.9234,5.0264,2.0552,68.268,2.118,50.939,12.533
2008-06-12,1.5417,166.08,1.9558,N/A,24.331,7.4576,15.6466,0.7912,246.78,3.4528,0.7023,N/A,3.3915,N/A,3.665,9.3805,N/A,30.32,1.6112,120.92,8.0375,7.248,36.61,N/A,1.935,1.6495,2.5307,1.5806,10.6493,12.0393,14376.35,N/A,1596.43,16.0452,5.0518,2.0564,68.552,2.128,51.107,12.284
2008-06-11,1.5515,166.37,1.9558,N/A,24.4,7.4591,15.6466,0.79145,247.01,3.4528,0.7022,N/A,3.374,N/A,3.6636,9.3571,N/A,30.305,1.6117,120.5,7.99,7.2492,36.7412,N/A,1.9464,1.6376,2.5435,1.5777,10.7339,12.1169,14436.71,N/A,1598.43,16.1581,5.0765,2.0518,68.941,2.1297,51.359,12.3864
2008-06-10,1.5526,165.77,1.9558,N/A,24.433,7.4597,15.6466,0.79335,247.66,3.4528,0.7027,N/A,3.3815,N/A,3.6712,9.3145,N/A,30.28,1.608,119.45,7.969,7.2489,36.722,N/A,1.9365,1.6335,2.5328,1.5979,10.7525,12.1251,14493.52,N/A,1595.3,16.1004,5.0708,2.0598,69.052,2.1252,51.275,12.3525
2008-06-09,1.5784,166.76,1.9558,N/A,24.653,7.4599,15.6466,0.7974,247.2,3.4528,0.7028,N/A,3.3848,N/A,3.6795,9.348,N/A,30.338,1.6103,118.93,7.937,7.2488,37.1536,N/A,1.964,1.6414,2.5745,1.6136,10.9273,12.3246,14734.36,N/A,1630.49,16.3838,5.1503,2.0563,69.45,2.1494,52.584,12.42
2008-06-06,1.5597,165.75,1.9558,N/A,24.583,7.4592,15.6466,0.7971,245.43,3.4528,0.7016,N/A,3.3818,N/A,3.6395,9.3338,N/A,30.348,1.6184,118.59,7.9415,7.2471,36.936,N/A,1.9301,1.626,2.5353,1.5906,10.7978,12.1799,14544.2,N/A,1597.52,16.044,5.0823,2.0322,68.837,2.1295,51.688,12.2031
2008-06-05,1.5402,163.46,1.9558,N/A,24.57,7.4589,15.6466,0.7897,241.86,3.4528,0.7009,N/A,3.377,N/A,3.6229,9.3118,N/A,30.325,1.6147,118.72,7.968,7.2506,36.7125,N/A,1.89,1.6169,2.5048,1.5727,10.699,12.0271,14331.56,N/A,1581.02,15.8795,5.0172,2.0168,67.915,2.1103,50.688,12.0391
2008-06-04,1.5466,161.82,1.9558,N/A,24.67,7.4586,15.6466,0.7902,242.7,3.4528,0.7006,N/A,3.3763,N/A,3.6276,9.3448,N/A,30.325,1.6037,119.48,7.9755,7.2497,36.75,N/A,1.92,1.61,2.5271,1.561,10.7319,12.0754,14407.35,N/A,1575.99,15.9609,5.0179,1.974,67.996,2.1081,50.574,12.0403
2008-06-03,1.5593,163,1.9558,N/A,24.84,7.4583,15.6466,0.79105,241.48,3.4528,0.7031,N/A,3.365,N/A,3.62,9.3408,N/A,30.36,1.611,118.79,7.9615,7.252,36.902,N/A,1.9132,1.6272,2.5267,1.562,10.7982,12.1702,14517.08,N/A,1587.29,16.0686,5.0256,1.9822,68.212,2.1202,50.841,12.0315
2008-06-02,1.5521,162.64,1.9558,N/A,25.03,7.4591,15.6466,0.7915,241.06,3.4528,0.7025,N/A,3.3809,N/A,3.612,9.3454,N/A,30.331,1.6182,116.52,7.9425,7.2468,36.8485,N/A,1.903,1.6243,2.533,1.546,10.7607,12.1129,14442.29,N/A,1588.96,16.0573,5.0001,1.9796,67.361,2.1173,50.583,11.9883
2008-05-30,1.5508,163.74,1.9558,N/A,25.088,7.4588,15.6466,0.786,241.33,3.4528,0.7013,N/A,3.3749,N/A,3.6256,9.328,N/A,30.28,1.6276,115.53,7.908,7.2498,36.8,N/A,1.8834,1.6212,2.5391,1.5382,10.7657,12.1049,14445.7,N/A,1595.39,16.0105,5.0246,1.9812,67.824,2.1183,50.405,11.8211
2008-05-29,1.5551,163.76,1.9558,N/A,25.06,7.4592,15.6466,0.7866,241.32,3.4528,0.701,N/A,3.3842,N/A,3.6445,9.33,N/A,30.24,1.6291,115.07,7.876,7.2528,36.8385,N/A,1.9039,1.6214,2.5637,1.5302,10.7894,12.1364,14477.98,N/A,1605.64,16.0346,5.058,1.9895,68.191,2.1267,50.51,11.8895
2008-05-28,1.5656,164.07,1.9558,N/A,25.209,7.4597,15.6466,0.79315,243.79,3.4528,0.7012,N/A,3.3956,N/A,3.6682,9.322,N/A,30.662,1.6255,115.07,7.8655,7.2505,36.95,N/A,1.923,1.6339,2.6033,1.5578,10.8722,12.2185,14560.08,N/A,1615.7,16.2206,5.0725,1.9946,68.393,2.1358,50.71,12.0089
2008-05-27,1.576,163.65,1.9558,N/A,25.143,7.4595,15.6466,0.797,244.03,3.4528,0.6997,N/A,3.3977,N/A,3.6781,9.2845,N/A,31.105,1.6159,114.44,7.876,7.2513,37.1475,N/A,1.9677,1.6371,2.6065,1.5571,10.95,12.3019,14711.96,N/A,1639.83,16.389,5.109,1.9938,68.792,2.1479,50.85,12.2334
2008-05-26,1.5761,162.97,1.9558,N/A,25.083,7.4602,15.6466,0.79655,243.93,3.4528,0.6987,N/A,3.398,N/A,3.6691,9.309,N/A,31.145,1.6156,113.87,7.8895,7.2563,37.0945,N/A,1.9648,1.642,2.6154,1.5588,10.9328,12.2994,14736.54,N/A,1652.86,16.3631,5.09,2.0022,68.623,2.146,50.648,12.1342
2008-05-23,1.5742,162.97,1.9558,N/A,25.103,7.4602,15.6466,0.7944,244.97,3.4528,0.6988,N/A,3.4021,N/A,3.6641,9.3024,N/A,31.075,1.6175,113.7,7.901,7.2539,37.121,N/A,1.9591,1.6376,2.6024,1.5533,10.9276,12.2829,14660.52,N/A,1645.43,16.3347,5.0634,1.999,68.454,2.1402,50.429,12.05
2008-05-22,1.5755,162.71,1.9558,N/A,25.147,7.4599,15.6466,0.79405,245.45,3.4528,0.6993,N/A,3.4195,N/A,3.6846,9.3045,N/A,31.147,1.6194,115.04,7.8545,7.2523,37.1575,N/A,1.9705,1.64,2.6111,1.5494,10.9387,12.2899,14667.91,N/A,1646,16.3694,5.055,2.0031,68.542,2.1391,50.294,12.1458
2008-05-21,1.5753,162.82,1.9558,N/A,25.085,7.4588,15.6466,0.80145,243.27,3.4528,0.6985,N/A,3.3905,N/A,3.6487,9.2993,N/A,31.215,1.6228,115.82,7.855,7.2503,37.171,N/A,1.9648,1.6346,2.5893,1.5509,10.9636,12.2886,14637.69,N/A,1639.1,16.3422,5.0748,2.0216,68.029,2.1389,50.225,12.066
2008-05-20,1.5639,162.84,1.9558,N/A,25.062,7.4591,15.6466,0.7964,245.67,3.4528,0.698,N/A,3.3882,N/A,3.6398,9.279,N/A,31.324,1.6294,115.36,7.819,7.2518,37.074,N/A,1.933,1.6294,2.5773,1.5502,10.9059,12.1989,14520.81,N/A,1634.28,16.2427,5.0756,2.0146,67.318,2.1368,50.006,11.9363
2008-05-19,1.5577,162.04,1.9558,N/A,25.056,7.4612,15.6466,0.7976,246.23,3.4528,0.6985,N/A,3.385,N/A,3.6235,9.2875,N/A,31.482,1.6308,114.01,7.7885,7.2491,36.9736,N/A,1.9177,1.6325,2.5565,1.5487,10.8654,12.1506,14455.46,N/A,1621.57,16.1923,5.0407,2.0053,66.693,2.1304,50.232,11.703
2008-05-16,1.5498,162.29,1.9558,N/A,24.977,7.4604,15.6466,0.79585,246.98,3.4528,0.6985,N/A,3.389,N/A,3.6428,9.337,N/A,31.525,1.6342,115.34,7.856,7.2507,36.8775,N/A,1.9111,1.632,2.5513,1.5466,10.8316,12.0892,14389.89,N/A,1607.84,16.1773,5.0152,2.0131,66.262,2.1244,50.012,11.6281
2008-05-15,1.5474,162.61,1.9558,N/A,25.04,7.4628,15.6466,0.7972,249.66,3.4528,0.6981,N/A,3.4006,N/A,3.661,9.322,N/A,31.645,1.6341,119.77,7.859,7.2524,36.935,N/A,1.9315,1.6541,2.5733,1.5496,10.8234,12.0703,14406.29,N/A,1619.35,16.2121,5.0685,2.0525,66.175,2.1386,50.128,11.7983
2008-05-14,1.5439,162.48,1.9558,N/A,25.029,7.4626,15.6466,0.7951,249.96,3.4528,0.6978,N/A,3.3991,N/A,3.6671,9.3078,N/A,31.72,1.631,122.88,7.844,7.2525,36.9008,N/A,1.9399,1.6558,2.582,1.5407,10.8119,12.0429,14350.55,N/A,1616.46,16.2171,5.0424,2.0295,66.241,2.1317,50.107,11.8396
2008-05-13,1.5473,160.71,1.9558,N/A,24.939,7.4625,15.6466,0.7938,250.1,3.4528,0.6975,N/A,3.3838,N/A,3.654,9.294,N/A,31.71,1.6227,122.75,7.846,7.2537,36.8267,N/A,1.9364,1.6408,2.5739,1.5562,10.8139,12.0649,14328,N/A,1616.93,16.2191,4.9815,2.0118,66.124,2.1204,49.97,11.7429
2008-05-12,1.543,160.42,1.9558,N/A,24.95,7.4611,15.6466,0.78885,250.73,3.4528,0.6975,N/A,3.3928,N/A,3.6811,9.2873,N/A,31.775,1.622,122.98,7.8413,7.254,36.7225,N/A,1.9426,1.6374,2.5892,1.5509,10.7828,12.0295,14263.49,N/A,1612.82,16.2763,4.96,2.0107,65.848,2.1146,49.646,11.8317
2008-05-09,1.5458,158.81,1.9558,N/A,25.147,7.4614,15.6466,0.7938,252.87,3.4528,0.6979,N/A,3.401,N/A,3.694,9.2904,N/A,31.992,1.6086,123.75,7.844,7.2585,36.7455,N/A,1.9679,1.6466,2.6279,1.5592,10.8079,12.0522,14283.19,N/A,1616.52,16.3399,4.9427,2.0175,65.859,2.1151,49.381,11.9105
2008-05-08,1.5347,160.15,1.9558,N/A,25.171,7.4619,15.6466,0.78505,253.05,3.4528,0.6975,N/A,3.4231,N/A,3.6873,9.302,N/A,32.05,1.621,118.5,7.874,7.2573,36.617,N/A,1.9496,1.6312,2.6041,1.5548,10.7509,11.9633,14242.02,N/A,1604.91,16.2034,4.9394,1.9929,65.509,2.1137,48.995,11.6884
2008-05-07,1.543,162.55,1.9558,N/A,25.142,7.4623,15.6466,0.78865,252.03,3.4528,0.6977,N/A,3.4229,N/A,3.6588,9.2953,N/A,32.05,1.63,118.5,7.8545,7.2614,36.71,N/A,1.931,1.6312,2.5652,1.5462,10.7811,12.0276,14234.18,N/A,1587.75,16.2354,4.8921,1.9644,65.724,2.1063,48.979,11.6126
2008-05-06,1.5528,162.25,1.9558,N/A,25.175,7.4627,15.6466,0.7881,252.04,3.4528,0.6977,N/A,3.4372,N/A,3.6575,9.336,N/A,32.158,1.6274,119.72,7.869,7.257,36.8215,N/A,1.9524,1.6448,2.5795,1.5719,10.8499,12.1031,14301.29,N/A,1577.26,16.271,4.8936,1.9739,65.753,2.1095,49.247,11.6926
2008-05-05,1.546,162.73,1.9558,N/A,25.227,7.4624,15.6466,0.7852,252.14,3.4528,0.6985,N/A,3.4423,N/A,3.635,9.3485,N/A,32.243,1.6305,118.32,7.915,7.2569,36.74,N/A,1.9538,1.6424,2.5596,1.5717,10.8033,12.051,14243.3,N/A,1557.98,16.1858,4.8807,1.9738,65.218,2.1041,48.993,11.7728
2008-05-02,1.5458,161.94,1.9558,N/A,25.265,7.4618,15.6466,0.779,251.93,3.4528,0.6985,N/A,3.4518,N/A,3.6395,9.3555,N/A,32.237,1.6238,116.22,7.926,7.26,36.7635,N/A,1.9532,1.6554,2.5588,1.5715,10.8013,12.0498,14260.01,N/A,1563.19,16.2085,4.8909,1.9772,65.233,2.1058,49.025,11.7563
2008-04-30,1.554,162.62,1.9558,N/A,25.205,7.462,15.6466,0.79015,253.32,3.4528,0.6983,N/A,3.4515,N/A,3.679,9.3575,N/A,32.229,1.6147,115.88,7.974,7.2681,36.832,N/A,2.003,1.6614,2.643,1.5689,10.8586,12.1127,14330.99,N/A,1562.55,16.3597,4.9091,1.9992,65.61,2.1149,49.215,11.8205
2008-04-29,1.5571,161.73,1.9558,N/A,25.25,7.4613,15.6466,0.78895,252.93,3.4528,0.6983,N/A,3.4564,N/A,3.6856,9.3578,N/A,32.238,1.6153,115.2,7.98,7.2629,36.863,N/A,2.0008,1.671,2.6408,1.5782,10.8763,12.1328,14356.46,N/A,1559.44,16.3464,4.9072,2.0097,65.686,2.119,49.385,11.8167
2008-04-28,1.5628,163.55,1.9558,N/A,25.161,7.4623,15.6466,0.7847,252.28,3.4528,0.698,N/A,3.433,N/A,3.6228,9.3514,N/A,32.252,1.6181,114.52,7.9655,7.2631,36.911,N/A,1.9995,1.6666,2.6008,1.5853,10.9418,12.1745,14401.2,N/A,1556.94,16.3227,4.9377,1.9906,66.036,2.1293,49.533,11.7966
2008-04-25,1.5596,163.01,1.9558,N/A,25.254,7.4627,15.6466,0.78605,252.9,3.4528,0.6979,N/A,3.427,N/A,3.6195,9.338,N/A,32.415,1.617,115,8.024,7.263,36.889,N/A,2.0131,1.6744,2.6197,1.5861,10.9328,12.1556,14387.31,N/A,1551.41,16.3134,4.9213,1.9992,65.378,2.1295,49.455,11.9151
2008-04-24,1.5769,163.07,1.9558,N/A,25.128,7.4627,15.6466,0.798,252.26,3.4528,0.6987,N/A,3.4181,N/A,3.592,9.302,N/A,32.406,1.6156,116.96,7.9595,7.268,37.071,N/A,2.0471,1.6689,2.6137,1.6042,11.0336,12.2875,14539.02,N/A,1570.99,16.5204,4.957,1.9922,66.19,2.1393,49.814,12.2194
