Date,USD,JPY,BGN,CYP,CZK,DKK,EEK,GBP,HUF,LTL,LVL,MTL,PLN,ROL,RON,SEK,SIT,SKK,CHF,ISK,NOK,HRK,RUB,TRL,TRY,AUD,BRL,CAD,CNY,HKD,IDR,INR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR
2010-02-14,2,1,2,N/A,1,2,1,2,1,2,1,N/A,2,N/A,1,2,N/A,N/A,1,2.6,2,1,2,N/A,1,2,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.1,2.2,2.3,2.4,2.5
2010-02-12,5,6,7,N/A,8,9,10,11,12,13,14,N/A,15,N/A,16,17,N/A,N/A,18,38,19,20,21,N/A,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
2010-02-10,1.374,123.01,1.9558,N/A,26.108,7.4449,15.6466,0.8798,271.55,3.4528,0.7091,N/A,4.0663,N/A,4.118,10.0335,N/A,N/A,1.4658,N/A,8.111,7.323,41.58,N/A,2.0791,1.57,2.5411,1.4667,9.3847,10.6766,12871.34,63.884,1591.64,17.9438,4.7149,1.9827,63.8,1.9483,45.576,10.5998
2010-02-09,1.376,123.4,1.9558,N/A,26.099,7.4448,15.6466,0.8804,272,3.4528,0.7092,N/A,4.0775,N/A,4.128,10.1217,N/A,N/A,1.4672,N/A,8.152,7.3225,41.764,N/A,2.08,1.5729,2.5549,1.468,9.3935,10.6906,12878.09,64.197,1601.45,18.0645,4.7235,1.9877,63.836,1.9511,45.649,10.5992
2010-02-08,1.3675,122.07,1.9558,N/A,26.168,7.4442,15.6466,0.8761,273.9,3.4528,0.7088,N/A,4.104,N/A,4.137,10.1616,N/A,N/A,1.4659,N/A,8.1705,7.3225,41.706,N/A,2.0851,1.5765,2.5681,1.464,9.3355,10.6263,12861.76,64.013,1602.6,18.013,4.7063,1.9914,63.705,1.945,45.387,10.6097
2010-02-05,1.3691,122.49,1.9558,N/A,26.185,7.4449,15.6466,0.87325,274.1,3.4528,0.7087,N/A,4.0875,N/A,4.1435,10.2405,N/A,N/A,1.4682,N/A,8.2195,7.32,41.735,N/A,2.0785,1.5822,2.5758,1.4698,9.347,10.6395,12938.22,64.07,1601.26,18.0367,4.7152,1.9862,63.75,1.9475,45.468,10.5544
2010-01-06,1.4359,132.49,1.9571,N/A,26.338,7.4408,15.6465,0.8987,268.8,3.4529,0.7095,N/A,4.0943,N/A,4.1585,10.1868,N/A,N/A,1.4824,N/A,8.189,7.3358,42.8606,N/A,2.1195,1.5691,2.4915,1.4925,9.8036,11.1361,13274.9,65.7685,1626.01,18.3597,4.8548,1.9583,65.901,2.0039,47.614,10.5412
2010-01-05,1,2,3,N/A,4,5,6,7,8,9,10,N/A,11,N/A,12,13,N/A,N/A,14,34,15,16,17,N/A,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
2009-12-09,1.4768,129.91,1.9558,N/A,25.754,7.4417,15.6466,0.90463,273.68,3.4528,0.7076,N/A,4.1332,N/A,4.2454,10.4995,N/A,N/A,1.5113,N/A,8.474,7.2651,44.8737,N/A,2.216,1.6224,2.5947,1.5647,10.0829,11.446,13940.99,68.856,1716.41,19.0857,5.0189,2.0701,68.494,2.053,48.978,11.1627
2009-12-08,1.4774,130.75,1.9558,N/A,25.765,7.4416,15.6466,0.9069,273.42,3.4528,0.7077,N/A,4.107,N/A,4.2347,10.4835,N/A,N/A,1.5111,N/A,8.493,7.2619,45.0711,N/A,2.2248,1.6247,2.5788,1.5596,10.087,11.4504,13946.66,68.864,1708.2,18.8517,5.015,2.0786,67.997,2.0565,49.028,11.0836
2009-12-07,1.4787,133.17,1.9558,N/A,25.81,7.4417,15.6466,0.9092,270.36,3.4529,0.7079,N/A,4.096,N/A,4.2105,10.3158,N/A,N/A,1.5123,N/A,8.4385,7.284,44.142,N/A,2.2129,1.6276,2.567,1.5663,10.3223,11.4604,13951.53,69.65,1705.61,18.7801,5.0962,2.0871,68.131,2.0847,50.07,11.033
2009-11-26,1.5071,130.7,1.9558,N/A,26.188,7.4418,15.6466,0.911,269.77,3.4528,0.7089,N/A,4.1245,N/A,4.2785,10.4548,N/A,N/A,1.5098,N/A,8.5,7.324,43.831,N/A,2.2797,1.6436,2.6132,1.5882,10.2882,11.6802,14233.28,69.997,1742.13,19.42,5.1068,2.0987,70.548,2.0827,49.971,11.2328
2009-11-25,1.5083,132.1,1.9558,N/A,25.972,7.4413,15.6466,0.9031,267.38,3.4528,0.7089,N/A,4.1065,N/A,4.2614,10.357,N/A,N/A,1.5095,N/A,8.416,7.3135,43.45,N/A,2.2433,1.6236,2.6028,1.5787,10.2975,11.6893,14168.09,69.728,1739.67,19.3952,5.0852,2.0652,70.468,2.082,49.978,11.1222
2009-11-24,1.4969,132.57,1.9558,N/A,25.894,7.4413,15.6466,0.9031,267.65,3.4528,0.7091,N/A,4.1149,N/A,4.2665,10.3145,N/A,N/A,1.511,N/A,8.3765,7.3105,43.1625,N/A,2.241,1.6254,2.5791,1.5815,10.2229,11.601,14245.62,69.389,1731.62,19.3232,5.0715,2.0541,70.448,2.0738,49.746,11.1762
2009-11-23,1.4968,133.03,1.9558,N/A,25.844,7.4415,15.6466,0.90075,267.55,3.4528,0.7091,N/A,4.1209,N/A,4.2823,10.2985,N/A,N/A,1.5108,N/A,8.376,7.313,43.1274,N/A,2.2403,1.6212,2.5808,1.5846,10.2233,11.6003,14159.25,69.579,1728.98,19.4691,5.0524,2.0436,70.192,2.0722,49.72,11.217
2009-11-20,1.4815,132.76,1.9565,N/A,25.495,7.4409,15.6465,0.8991,269.68,3.4529,0.7083,N/A,4.1012,N/A,4.2845,10.222,N/A,N/A,1.5126,0,8.3475,7.325,43.082,N/A,2.2195,1.6023,2.5734,1.5874,10.1544,11.5283,14022.4,68.923,1716.91,19.3583,5.0092,1.994,69.742,2.0597,49.385,11.0968
2009-11-19,1.4863,132.05,1.9558,N/A,25.605,7.4411,15.6466,0.89385,266.96,3.4528,0.7081,N/A,4.1358,N/A,4.2785,10.2855,N/A,N/A,1.5131,N/A,8.392,7.3183,42.9468,N/A,2.2165,1.6193,2.5679,1.5776,10.1491,11.519,14208.07,69.336,1727,19.4319,5.04,2.0364,69.973,2.0664,49.35,11.218
2009-11-18,1.4957,133.39,1.9558,N/A,25.443,7.4408,15.6466,0.8895,265.55,3.4528,0.7085,N/A,4.0973,N/A,4.28,10.212,N/A,N/A,1.5112,N/A,8.352,7.317,42.9048,N/A,2.215,1.6026,2.5505,1.5657,10.2111,11.5917,14079.05,69.042,1724.89,19.3947,5.0345,1.9959,69.944,2.0692,49.594,11.1031
2009-11-17,1.4875,132.76,1.9558,N/A,25.495,7.4409,15.6466,0.88625,266,3.4528,0.7084,N/A,4.1012,N/A,4.2945,10.222,N/A,N/A,1.5111,N/A,8.3475,7.32,42.7995,N/A,2.205,1.6023,2.5489,1.5735,10.1544,11.5283,13987.41,68.923,1718.77,19.3583,5.0092,1.994,69.471,2.0632,49.385,11.097
2009-11-16,1.4965,134.02,1.9558,N/A,25.51,7.4408,15.6466,0.89485,267.43,3.4528,0.7083,N/A,4.096,N/A,4.299,10.1943,N/A,N/A,1.5093,N/A,8.337,7.3,42.9545,N/A,2.2092,1.6004,2.5662,1.5635,10.2166,11.5978,14060.07,69.123,1728.79,19.4395,5.0395,2.0102,69.704,2.0733,49.69,11.0517
2009-11-13,1.4868,133.51,1.9558,N/A,25.535,7.4407,15.6466,0.89125,268.8,3.4528,0.7085,N/A,4.111,N/A,4.3008,10.2375,N/A,N/A,1.5098,N/A,8.3645,7.3025,42.9278,N/A,2.203,1.6019,2.5876,1.5655,10.1493,11.5227,13935.33,68.77,1721.2,19.5859,5.0187,2.0172,69.389,2.0615,49.484,11.0692
2009-11-12,1.4922,134.32,1.9558,N/A,25.505,7.4412,15.6466,0.902,271.14,3.4528,0.7086,N/A,4.1411,N/A,4.2995,10.248,N/A,N/A,1.5106,N/A,8.3915,7.2955,43.007,N/A,2.2081,1.6062,2.5761,1.5702,10.1867,11.5646,14066.34,69.5969,1727.11,19.6791,5.0466,2.0287,69.935,2.0716,49.713,11.142
2009-11-11,1.5037,135.11,1.9558,N/A,25.379,7.4406,15.6466,0.9029,269.27,3.4528,0.7088,N/A,4.1221,N/A,4.297,10.2233,N/A,N/A,1.5104,N/A,8.36,7.2853,43.08,N/A,2.2098,1.6133,2.5639,1.5693,10.2641,11.6538,14126.32,69.636,1741.17,19.7323,5.0772,2.0278,70.256,2.0849,50.051,11.0399
2009-11-10,1.4966,134.51,1.9558,N/A,25.524,7.441,15.6466,0.8986,272.19,3.4528,0.7088,N/A,4.2033,N/A,4.2979,10.285,N/A,N/A,1.5115,N/A,8.3835,7.2767,43.0194,N/A,2.2112,1.6145,2.5685,1.5852,10.217,11.5988,14089.57,69.517,1739.87,19.9557,5.066,2.0224,70.186,2.0788,49.855,11.1616
2009-11-09,1.4984,134.81,1.9558,N/A,25.578,7.4413,15.6466,0.89365,272.74,3.4528,0.7087,N/A,4.218,N/A,4.2975,10.3005,N/A,N/A,1.5103,N/A,8.4195,7.269,43.0865,N/A,2.211,1.6141,2.557,1.5923,10.2292,11.6118,14100.1,69.596,1739.26,20.0628,5.065,2.0271,70.271,2.0774,49.916,11.1147
2009-11-06,1.4862,134.76,1.9558,N/A,25.676,7.4422,15.6466,0.896,274.82,3.4528,0.7092,N/A,4.247,N/A,4.303,10.387,N/A,N/A,1.5115,N/A,8.434,7.2675,43.0866,N/A,2.2059,1.6235,2.5546,1.5923,10.1467,11.518,14059.59,69.495,1733.91,19.7888,5.0553,2.0552,70.149,2.0698,49.602,11.2338
2009-11-05,1.4867,134.3,1.9558,N/A,25.87,7.4414,15.6466,0.8953,275.65,3.4528,0.709,N/A,4.245,N/A,4.3016,10.4402,N/A,N/A,1.5114,N/A,8.4365,7.2655,43.2461,N/A,2.2129,1.6362,2.5652,1.5804,10.1506,11.5219,14136.56,69.86,1753.9,19.7434,5.0867,2.0606,70.787,2.074,49.693,11.2923
2009-11-04,1.4761,134.3,1.9558,N/A,26.085,7.4419,15.6466,0.8936,277.15,3.4528,0.709,N/A,4.2699,N/A,4.3024,10.4384,N/A,N/A,1.5113,N/A,8.4415,7.2698,43.1972,N/A,2.2094,1.6277,2.5556,1.5682,10.0773,11.4399,14037.18,69.53,1739.19,19.5509,5.046,2.0413,70.157,2.0618,49.339,11.4272
2009-11-03,1.4658,132.25,1.9558,N/A,26.279,7.4422,15.6466,0.8986,278.2,3.4528,0.7092,N/A,4.286,N/A,4.3015,10.4635,N/A,N/A,1.5121,N/A,8.5135,7.2473,43.0487,N/A,2.211,1.635,2.5904,1.5834,10.0085,11.3604,14137.59,69.472,1734.76,19.5259,5.0284,2.0521,69.995,2.0545,49.069,11.5629
2009-11-02,1.4772,132.95,1.9558,N/A,26.462,7.4424,15.6466,0.9033,275.28,3.4528,0.7091,N/A,4.2563,N/A,4.306,10.3936,N/A,N/A,1.5093,N/A,8.43,7.241,43.1401,N/A,2.2174,1.6323,2.6045,1.5958,10.0862,11.4485,14121.69,69.295,1749.02,19.4961,5.0616,2.0512,70.481,2.0669,49.39,11.68
2009-10-30,1.48,134.66,1.9558,N/A,26.458,7.443,15.6466,0.89375,273.39,3.4528,0.7091,N/A,4.241,N/A,4.3045,10.3845,N/A,N/A,1.5123,N/A,8.3915,7.2295,43.01,N/A,2.211,1.6274,2.5574,1.5952,10.1047,11.4702,14180.74,69.575,1748.02,19.3214,5.0505,2.0346,70.481,2.0695,49.484,11.4519
2009-10-29,1.4788,135.13,1.9558,N/A,26.495,7.4433,15.6466,0.8975,272.95,3.4528,0.709,N/A,4.2565,N/A,4.309,10.3359,N/A,N/A,1.5109,N/A,8.3835,7.235,43.1957,N/A,2.2145,1.6276,2.5859,1.5865,10.0972,11.4609,14188.12,69.785,1763.31,19.5135,5.0649,2.0305,70.594,2.0676,49.499,11.5005
2009-10-28,1.4785,134.76,1.9558,N/A,26.365,7.443,15.6466,0.9057,272.78,3.4528,0.7093,N/A,4.2523,N/A,4.3004,10.3912,N/A,N/A,1.5109,N/A,8.4,7.225,43.236,N/A,2.219,1.6327,2.5685,1.5855,10.0955,11.4585,14282.26,69.844,1765.82,19.5813,5.0594,2.0125,70.189,2.0714,49.463,11.4789
2009-10-27,1.4874,136.91,1.9558,N/A,26.084,7.4433,15.6466,0.90775,268.6,3.4528,0.7093,N/A,4.2033,N/A,4.2915,10.2595,N/A,N/A,1.5145,N/A,8.385,7.22,43.3745,N/A,2.2188,1.6199,2.5749,1.5839,10.1583,11.5273,14257.68,69.826,1763.36,19.7147,5.0609,1.9897,70.308,2.0787,49.731,11.3138
2009-10-26,1.5019,138.09,1.9558,N/A,25.895,7.4434,15.6466,0.9194,267.45,3.4528,0.7092,N/A,4.1745,N/A,4.288,10.2,N/A,N/A,1.5131,N/A,8.3255,7.22,43.385,N/A,2.2199,1.6253,2.562,1.5872,10.2547,11.6399,14258.99,70.034,1767.38,19.5758,5.0757,1.9935,70.575,2.0928,50.141,11.276
2009-10-23,1.502,137.97,1.9558,N/A,25.909,7.4438,15.6466,0.9172,265.96,3.4528,0.709,N/A,4.1752,N/A,4.2903,10.2338,N/A,N/A,1.5132,N/A,8.3275,7.22,43.5325,N/A,2.2051,1.6235,2.5775,1.5807,10.2564,11.6405,14171.37,69.858,1774.8,19.3758,5.0805,1.9872,70.564,2.0928,50.204,11.2133
2009-10-22,1.5,136.9,1.9558,N/A,25.917,7.4438,15.6466,0.9053,265.92,3.4528,0.7085,N/A,4.187,N/A,4.2915,10.3234,N/A,N/A,1.5105,N/A,8.327,7.2213,43.606,N/A,2.204,1.6235,2.5998,1.574,10.2438,11.6251,14352.61,70.11,1784.31,19.4295,5.0978,1.9872,70.59,2.0947,50.183,11.2305
2009-10-21,1.4921,135.82,1.9558,N/A,25.879,7.4434,15.6466,0.9001,265.32,3.4528,0.709,N/A,4.178,N/A,4.2915,10.3155,N/A,N/A,1.5112,N/A,8.328,7.221,43.589,N/A,2.1883,1.6175,2.6193,1.5754,10.187,11.5639,14067.93,69.323,1759.5,19.457,5.0396,1.9862,69.994,2.0833,49.903,11.0655
2009-10-20,1.4971,135.53,1.9558,N/A,25.718,7.4436,15.6466,0.9117,264.59,3.4528,0.7078,N/A,4.156,N/A,4.2925,10.369,N/A,N/A,1.5121,N/A,8.3225,7.223,43.639,N/A,2.1757,1.6121,2.6012,1.5443,10.22,11.6025,14065.91,69.039,1745.29,19.2153,5.037,1.9835,69.88,2.0814,50.018,10.9606
2009-10-19,1.4918,135.66,1.9558,N/A,25.785,7.4437,15.6466,0.9143,266.43,3.4528,0.708,N/A,4.193,N/A,4.2937,10.3978,N/A,N/A,1.5138,N/A,8.3525,7.225,43.7425,N/A,2.1749,1.6206,2.5575,1.5445,10.1841,11.5616,14022.02,68.742,1745.37,19.4978,5.0341,2.0001,69.624,2.0769,49.796,10.9818
2009-10-16,1.4869,135.59,1.9558,N/A,25.771,7.4445,15.6466,0.91158,267.85,3.4528,0.7077,N/A,4.213,N/A,4.2882,10.388,N/A,N/A,1.5181,N/A,8.3466,7.233,43.699,N/A,2.1774,1.6213,2.5564,1.546,10.1507,11.5235,13969.43,68.7985,1735.36,19.541,5.0131,2.0141,69.327,2.0769,49.729,10.9492
2009-10-15,1.4864,134.07,1.9558,N/A,25.872,7.4439,15.6466,0.9147,268,3.4528,0.7088,N/A,4.2225,N/A,4.2963,10.3355,N/A,N/A,1.5132,N/A,8.335,7.255,43.751,N/A,2.152,1.6214,2.545,1.536,10.1502,11.5196,13884.77,68.798,1716.27,19.4889,4.9921,2.0027,68.85,2.0698,49.794,10.8403
2009-10-14,1.4881,133.39,1.9558,N/A,25.87,7.4437,15.6466,0.93025,267.31,3.4528,0.709,N/A,4.2017,N/A,4.2973,10.3029,N/A,N/A,1.5166,N/A,8.284,7.255,43.8216,N/A,2.1546,1.6326,2.5514,1.5311,10.1585,11.5329,13941.08,68.624,1729.77,19.4495,5.0156,2.0212,69.12,2.0725,49.71,10.8125
2009-10-13,1.4864,133.02,1.9558,N/A,25.923,7.4441,15.6466,0.9408,268.79,3.4528,0.709,N/A,4.233,N/A,4.296,10.339,N/A,N/A,1.517,N/A,8.328,7.254,43.8885,N/A,2.166,1.6341,2.5738,1.5308,10.1469,11.5198,14039.86,68.887,1736.2,19.591,5.0411,2.0118,69.055,2.0753,49.49,10.8834
2009-10-12,1.4765,132.99,1.9558,N/A,25.821,7.4442,15.6466,0.9333,269.45,3.4528,0.7093,N/A,4.254,N/A,4.286,10.2978,N/A,N/A,1.5175,N/A,8.3275,7.2552,43.5885,N/A,2.1595,1.6289,2.5735,1.5248,10.0748,11.4432,14012.1,68.642,1727.25,19.478,5.0201,2.0106,68.786,2.0633,49.219,10.949
2009-10-09,1.475,131.12,1.9558,N/A,25.866,7.4436,15.6466,0.92285,270.6,3.4528,0.7094,N/A,4.256,N/A,4.279,10.2763,N/A,N/A,1.5187,N/A,8.3025,7.2518,43.6587,N/A,2.1616,1.6288,2.5708,1.5398,10.0678,11.4314,13945.55,68.455,1717.57,19.5592,5.0121,2.0016,68.528,2.0534,49.14,10.9107
2009-10-08,1.4763,130.46,1.9558,N/A,25.763,7.4445,15.6466,0.92,270.2,3.4528,0.7095,N/A,4.2335,N/A,4.28,10.3134,N/A,N/A,1.5166,N/A,8.3533,7.2568,43.6939,N/A,2.158,1.6346,2.5784,1.5619,10.0777,11.4414,13927.08,68.382,1723.09,19.6651,5.0061,1.9954,68.591,2.0533,49.183,10.8703
2009-10-07,1.4694,130.68,1.9558,N/A,25.68,7.4436,15.6466,0.9249,267.9,3.4528,0.7089,N/A,4.218,N/A,4.2685,10.361,N/A,N/A,1.515,N/A,8.364,7.2855,43.7065,N/A,2.1625,1.6512,2.5925,1.5546,10.0306,11.3879,13853.11,68.606,1719.7,19.8597,5.0217,2.0025,68.474,2.0582,49.041,10.985
2009-10-06,1.4722,131.21,1.9558,N/A,25.539,7.4443,15.6466,0.92605,267.03,3.4528,0.7091,N/A,4.1763,N/A,4.2624,10.257,N/A,N/A,1.5118,N/A,8.385,7.2555,43.9,N/A,2.1615,1.6574,2.5759,1.5648,10.0497,11.4099,13861.21,69.076,1722.76,19.938,5.057,2.0037,68.592,2.0643,49.091,10.927
2009-10-05,1.4616,131.41,1.9558,N/A,25.462,7.4443,15.6466,0.9171,267.24,3.4528,0.7084,N/A,4.2076,N/A,4.264,10.303,N/A,N/A,1.5102,N/A,8.446,7.255,43.955,N/A,2.172,1.6713,2.5887,1.5693,9.9773,11.3275,13957.02,69.455,1715.37,19.8997,5.0579,2.0255,68.257,2.0625,48.912,11.113
2009-10-02,1.4537,129.95,1.9558,N/A,25.454,7.4449,15.6466,0.9172,268.65,3.4528,0.7083,N/A,4.2438,N/A,4.277,10.249,N/A,N/A,1.5107,N/A,8.447,7.258,43.9119,N/A,2.1806,1.6838,2.6046,1.5856,9.9234,11.2664,14021.41,69.41,1707.07,20.0138,5.0581,2.0358,68.368,2.0583,48.655,11.2356
2009-10-01,1.4539,130.78,1.9558,N/A,25.42,7.4449,15.6466,0.91085,270.26,3.4528,0.7083,N/A,4.245,N/A,4.2688,10.189,N/A,N/A,1.5165,N/A,8.4455,7.255,43.7294,N/A,2.175,1.6539,2.5808,1.5601,9.9248,11.2679,13994.67,69.438,1713.38,19.7207,5.0392,2.0141,68.414,2.0542,48.698,11.1161
2009-09-30,1.4643,131.07,1.9558,N/A,25.164,7.4443,15.6466,0.9093,269.7,3.4528,0.7079,N/A,4.2295,N/A,4.218,10.232,N/A,N/A,1.5078,N/A,8.46,7.258,43.98,N/A,2.1734,1.6596,2.605,1.5709,9.9958,11.3485,14130.03,70.001,1723.95,19.7454,5.0679,2.0287,69.318,2.0654,48.988,10.8984
2009-09-29,1.4549,130.91,1.9558,N/A,25.18,7.444,15.6466,0.9118,269.55,3.4528,0.7063,N/A,4.2135,N/A,4.1926,10.233,N/A,N/A,1.5124,N/A,8.515,7.2708,43.8814,N/A,2.168,1.669,2.6088,1.5861,9.9341,11.2758,14148.9,70.003,1725.71,19.7575,5.0711,2.0361,69.24,2.0641,48.906,10.818
2009-09-28,1.465,131.15,1.9558,N/A,25.252,7.4424,15.6466,0.92265,269.66,3.4528,0.7059,N/A,4.2097,N/A,4.2015,10.2295,N/A,N/A,1.5114,N/A,8.5275,7.2898,44.112,N/A,2.1868,1.6906,2.6264,1.6027,10.0023,11.3542,14255.42,69.959,1752.28,19.891,5.0982,2.0548,69.758,2.0791,49.195,10.881
2009-09-25,1.467,132.59,1.9558,N/A,25.18,7.442,15.6466,0.91875,270,3.4528,0.7069,N/A,4.196,N/A,4.2008,10.1538,N/A,N/A,1.5118,N/A,8.502,7.295,44.1365,N/A,2.1779,1.6952,2.6382,1.6035,10.017,11.3696,14164.36,70.328,1740.22,19.7957,5.092,2.0462,69.412,2.0787,49.284,10.9049
2009-09-24,1.4768,133.85,1.9558,N/A,25.159,7.442,15.6466,0.91065,270.15,3.4528,0.7075,N/A,4.1686,N/A,4.209,10.1105,N/A,N/A,1.5117,N/A,8.51,7.274,44.259,N/A,2.186,1.688,2.6401,1.5843,10.0824,11.4457,14257.22,70.849,1766.1,19.7197,5.1149,2.0391,69.859,2.0849,49.539,10.909
2009-09-23,1.4783,134.96,1.9558,N/A,25.244,7.4418,15.6466,0.8994,271.27,3.4528,0.7063,N/A,4.1925,N/A,4.2283,10.0778,N/A,N/A,1.5123,N/A,8.564,7.2682,44.407,N/A,2.1918,1.6906,2.6505,1.5794,10.091,11.4578,14341.48,70.966,1765.03,19.7856,5.123,2.0368,70.131,2.0879,49.604,10.9509
2009-09-22,1.478,135.09,1.9558,N/A,25.131,7.4422,15.6466,0.9047,271.42,3.4528,0.7055,N/A,4.1613,N/A,4.2475,10.094,N/A,N/A,1.5149,N/A,8.628,7.2943,44.5532,N/A,2.1882,1.6922,2.6726,1.5787,10.0902,11.4552,14316.85,70.89,1779.06,19.65,5.1434,2.0484,70.238,2.0863,49.687,10.9943
2009-09-21,1.4658,135.46,1.9558,N/A,25.167,7.4413,15.6466,0.9066,272.37,3.4528,0.7038,N/A,4.159,N/A,4.2678,10.139,N/A,N/A,1.5182,N/A,8.65,7.2915,44.54,N/A,2.1875,1.7017,2.6625,1.578,10.0098,11.3609,14218.74,70.373,1766.41,19.5318,5.101,2.083,69.903,2.0788,49.434,11.0155
2009-09-18,1.4705,134.17,1.9558,N/A,25.089,7.4407,15.6466,0.9003,271.18,3.4528,0.7031,N/A,4.1293,N/A,4.2653,10.1125,N/A,N/A,1.5146,N/A,8.641,7.291,44.5,N/A,2.1691,1.6934,2.6571,1.5752,10.0404,11.3966,14263.53,70.783,1776.37,19.4944,5.1173,2.0708,70.143,2.0803,49.563,10.9522
2009-09-17,1.4712,134.38,1.9558,N/A,25.094,7.4414,15.6466,0.8905,270.61,3.4528,0.7032,N/A,4.1245,N/A,4.26,10.1134,N/A,N/A,1.5187,N/A,8.6265,7.2883,44.6026,N/A,2.165,1.6863,2.6568,1.5672,10.0431,11.4021,14265.77,70.846,1772.13,19.4178,5.1058,2.0708,70.247,2.0832,49.602,10.8334
2009-09-16,1.4671,132.6,1.9558,N/A,25.245,7.4418,15.6466,0.8897,269.84,3.4528,0.7035,N/A,4.1393,N/A,4.263,10.1396,N/A,N/A,1.5196,N/A,8.6065,7.2965,44.9271,N/A,2.1695,1.6843,2.6368,1.5696,10.0141,11.37,14215.86,70.766,1776.81,19.4084,5.107,2.0591,70.492,2.0719,49.522,10.8001
2009-09-15,1.4611,133.26,1.9558,N/A,25.351,7.443,15.6466,0.8869,272.02,3.4528,0.7023,N/A,4.1635,N/A,4.2678,10.2438,N/A,N/A,1.5162,N/A,8.639,7.3252,45.095,N/A,2.1781,1.7014,2.6464,1.5869,9.9777,11.3235,14502.11,71.068,1780.25,19.4908,5.1175,2.0883,70.622,2.0796,49.524,10.8246
2009-09-14,1.4561,132.3,1.9558,N/A,25.455,7.4434,15.6466,0.879,274.33,3.4528,0.7023,N/A,4.204,N/A,4.2768,10.2627,N/A,N/A,1.5133,N/A,8.6685,7.3276,44.9152,N/A,2.1853,1.6963,2.6677,1.5879,9.9436,11.2849,14495.38,70.963,1783.49,19.5333,5.108,2.0818,70.614,2.0751,49.438,10.8991
2009-09-11,1.4594,132.62,1.9558,N/A,25.488,7.4431,15.6466,0.8739,273.33,3.4528,0.7023,N/A,4.1925,N/A,4.28,10.2128,N/A,N/A,1.5137,N/A,8.634,7.33,44.8015,N/A,2.1865,1.6908,2.6442,1.5728,9.9662,11.3106,14468.46,70.744,1781.26,19.5779,5.097,2.066,70.528,2.0752,49.554,11.0648
2009-09-10,1.4545,133.92,1.9558,N/A,25.499,7.4439,15.6466,0.87575,272.28,3.4528,0.7026,N/A,4.1667,N/A,4.2559,10.2425,N/A,N/A,1.5151,N/A,8.6635,7.3256,44.9614,N/A,2.1912,1.6965,2.6756,1.5791,9.9334,11.273,14451.39,70.696,1781.26,19.6176,5.082,2.0901,70.343,2.0747,49.475,11.0433
2009-09-09,1.4522,134.13,1.9558,N/A,25.522,7.4437,15.6466,0.8793,271.25,3.4528,0.7024,N/A,4.124,N/A,4.2488,10.2308,N/A,N/A,1.5173,N/A,8.611,7.3457,45.2,N/A,2.166,1.6836,2.6497,1.569,9.9168,11.255,14411.86,70.432,1781.61,19.3687,5.0776,2.0819,70.297,2.0698,49.397,10.9518
2009-09-08,1.4473,133.57,1.9558,N/A,25.479,7.4438,15.6466,0.87365,270.98,3.4528,0.7021,N/A,4.0893,N/A,4.2412,10.1867,N/A,N/A,1.5159,N/A,8.569,7.3414,45.37,N/A,2.1521,1.677,2.6436,1.5483,9.8814,11.2169,14458.52,70.114,1783.31,19.2419,5.0684,2.079,69.979,2.0644,49.244,10.9076
2009-09-07,1.433,133.33,1.9558,N/A,25.488,7.4435,15.6466,0.8735,272.24,3.4528,0.702,N/A,4.11,N/A,4.2463,10.1955,N/A,N/A,1.5181,N/A,8.585,7.3365,45.1005,N/A,2.1374,1.6748,2.6419,1.5429,9.786,11.1064,14417.23,69.73,1768.23,19.1843,5.037,2.0696,69.677,2.0536,48.784,10.87
2009-09-04,1.4262,132.45,1.9558,N/A,25.561,7.4436,15.6466,0.872,274.35,3.4528,0.7023,N/A,4.1145,N/A,4.2468,10.2844,N/A,N/A,1.5157,N/A,8.608,7.3334,45.1308,N/A,2.142,1.6915,2.6469,1.5581,9.7409,11.0533,14426.36,69.727,1769.09,19.3072,5.0281,2.0851,69.337,2.0517,48.597,10.9136
2009-09-03,1.4335,132.47,1.9558,N/A,25.615,7.4438,15.6466,0.8747,273.95,3.4528,0.7027,N/A,4.121,N/A,4.2405,10.3138,N/A,N/A,1.5143,N/A,8.62,7.3455,45.34,N/A,2.1549,1.7037,2.678,1.5742,9.7915,11.1108,14493.04,70.12,1784.75,19.412,5.0574,2.1025,69.824,2.062,48.817,11.1046
2009-09-02,1.422,131.63,1.9558,N/A,25.686,7.4428,15.6466,0.8751,276.37,3.4528,0.7028,N/A,4.168,N/A,4.2388,10.3186,N/A,N/A,1.5167,N/A,8.68,7.3461,45.3921,N/A,2.1512,1.7112,2.7048,1.572,9.7137,11.0222,14450.56,69.642,1774.54,19.3961,5.0332,2.1078,69.534,2.0526,48.426,11.1879
2009-09-01,1.4314,133.26,1.9558,N/A,25.567,7.4432,15.6466,0.8815,273.65,3.4528,0.703,N/A,4.1088,N/A,4.2278,10.22,N/A,N/A,1.5153,N/A,8.612,7.35,45.5685,N/A,2.1558,1.7096,2.6914,1.5672,9.777,11.0939,14477.49,70.139,1776.87,19.2344,5.0485,2.0953,69.773,2.0644,48.685,11.1649
